id_hotel,hotel_name,hotel_url,city,rating,lat,lon,description
10,"The Originals City, Hôtel Colmar Gare",https://www.booking.com/hotel/fr/le-colbert.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,7.4,48.07705926822105,7.349338531494141,"The Originals Access, Hôtel Colmar Gare is situated between the town centre of Colmar and the railway station in the beautiful Alsace region of France.

All guest rooms are comfortable, soundproofed and equipped with standard amenities including telephone and a TV with satellite channels.

The Originals Access, Hôtel Colmar Gare also has a pleasant dining area where a delicious breakfast is served. Also, there is a 24-hour reception hosted by a multilingual staff (French, English and German).

In the surrounding area guests can enjoy the many alpine ski trails and the beauty of Vosges that are located less than an hour from the hotel."
11,Gîte De Charme,https://www.booking.com/hotel/fr/gite-de-charme-colmar.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,9.3,48.07221212011521,7.368536525270088,"Boasting air-conditioned accommodation with a patio, Gîte De Charme is situated in Colmar. Featuring private check-in and check-out, this property also provides guests with a picnic area. The holiday home features a children's playground, a 24-hour front desk, and free WiFi is available throughout the property.

The holiday home with a terrace and garden views has 2 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 1 bathroom with a walk-in shower. Guests can take in the ambience of the surroundings from an outdoor dining area. The holiday home offers bed linen, towels and laundry service.

The area is popular for skiing and cycling, and bike hire is available at this 3-star holiday home. If you would like to discover the area, fishing, hiking and walking tours are possible in the surroundings and the holiday home can arrange a car rental service.

Popular points of interest near Gîte De Charme include Colmar Train Station, House of the Heads and Saint-Martin Collegiate Church. EuroAirport Mulhouse Airport is 55 km from the property."
12,i-love-colmar - Le 8 de Coeur - Garage gratuit,https://www.booking.com/hotel/fr/le-8-de-coeur.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,9.3,48.0774007,7.3610058,"Well situated in the centre of Colmar, the recently renovated i-love-colmar - Le 8 de Coeur - Garage gratuit offers well-equipped accommodation featuring air conditioning, free WiFi and flat-screen TV. With free private parking, the property is 500 metres from House of the Heads and 300 metres from Saint-Martin Collegiate Church. The property is non-smoking and is set 1.5 km from Colmar Train Station.

Featuring a Blu-ray player, the spacious apartment has a fully equipped kitchen with a dishwasher, an oven and a microwave, a living room with a seating area and a dining area, 3 bedrooms, and 2 bathrooms with a walk-in shower and a bath. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Guests at the apartment will be able to enjoy activities in and around Colmar, like hiking and pub crawls.

Colmar Expo is 3.4 km from i-love-colmar - Le 8 de Coeur - Garage gratuit, while Le Haut Koenigsbourg Castle is 28 km away. EuroAirport Mulhouse Airport is 55 km from the property."
13,Les Appartements Saint-Martin,https://www.booking.com/hotel/fr/les-appartements-saint-martin.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,9.2,48.0772750350199,7.3570767233482,"Les Appartements Saint-Martin offers accommodation within 50 metres of the centre of Colmar, with free WiFi, and a kitchen with a dishwasher, an oven and a microwave. There is a private entrance at the apartment for the convenience of those who stay. The apartment features family rooms.

At the apartment complex, the units are fitted with a wardrobe, a flat-screen TV, a private bathroom, bed linen and towels. A toaster, a fridge and stovetop are also featured, as well as a coffee machine and a kettle. At the apartment complex, all units are equipped with a seating area.

Popular points of interest near the apartment include Saint-Martin Collegiate Church, House of the Heads and Colmar Train Station. EuroAirport Mulhouse Airport is 55 km away."
14,Appartements des 2 Têtes,https://www.booking.com/hotel/fr/gite-des-2-tetes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,9.5,48.07853354881931,7.3549442242657515,"In the heart of Colmar, set within a short distance of House of the Heads and Saint-Martin Collegiate Church, Appartements des 2 Têtes offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. It is situated 3.5 km from Colmar Expo and offers luggage storage space. The property is non-smoking and is located 1.1 km from Colmar Train Station.

The 1-bedroom apartment is fitted with a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Le Haut Koenigsbourg Castle is 28 km from the apartment, while Parc Expo Mulhouse is 42 km away. EuroAirport Mulhouse Airport is 56 km from the property, and the property offers a paid airport shuttle service."
15,Hotel Saint-Martin,https://www.booking.com/hotel/fr/hotelsaintmartin.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,8.2,48.07641680865711,7.359351888298988,"Located in the heart of Colmar’s Old Town, close to the Petite Venise district and the famous Rue des Marchands, Saint-Martin offers rooms decorated in traditional Alsatian style.

All rooms have a flat-screen TV and a safe. They also include a private bathroom with a hairdryer, a bath or a shower.

You can enjoy relaxing in the hotel’s lounge and reading room. There is also a tourist information and free WiFi access.

Colmar Train Station is 1.2 km away. The nearest airport is Colmar Airport, 5 km from Saint-Martin."
16,Klipfel Little Venice,https://www.booking.com/hotel/fr/residence-bartholdi.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,9.6,48.071589984115995,7.356718670044756,"Situated in Colmar, less than 1 km from Colmar Train Station and a 11-minute walk from House of the Heads, Klipfel Little Venice offers air conditioning. This property offers access to a balcony, free private parking and free WiFi. The property is non-smoking and is located 700 metres from Saint-Martin Collegiate Church.

The apartment with a terrace and garden views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a microwave and a toaster, and 1 bathroom with a bath. Towels and bed linen are available in the apartment. The property has an outdoor dining area.

Sightseeing tours are available within a reachable distance. Skiing, cycling and hiking are possible within the area, and the apartment offers ski storage space.

Colmar Expo is 4.2 km from Klipfel Little Venice, while Le Haut Koenigsbourg Castle is 31 km from the property. EuroAirport Mulhouse Airport is 55 km away."
17,"Studio ""Le petit Cocon"" secteur Mutualiste",https://www.booking.com/hotel/fr/studio-cote-jardin-secteur-mutualiste.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCqoWQvQbAAgHSAiRkZDdjM2Q3Mi1hOGI2LTRlZWQtOWU1NC02MDc2OTQzNGQ0MDXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=577f03952ff00323&srepoch=1738801835&from=searchresults,Grenoble,8.3,45.1809713,5.7063713,"Studio ""Le petit Cocon"" secteur Mutualiste is situated in Grenoble, 1.8 km from WTC Grenoble, 5.4 km from AlpExpo, and 3.2 km from Alps Stadium. The property is around 5.6 km from Summum, 6.9 km from The Bastille Grenoble and 33 km from Col de Parménie. Free WiFi is available throughout the property and Grenoble Train Station is 1.6 km away.

The 1-bedroom apartment features a living room with a flat-screen TV, a fully equipped kitchen with a microwave, and 1 bathroom. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

The nearest airport is Alpes–Isère Airport, 46 km from the apartment."
18,Chambres d'hôtes Chez Caroline,https://www.booking.com/hotel/fr/le-studio-mansarde-bed-and-breakfast.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,8.6,48.078736577270064,7.360100532353457,"Well set in Colmar, Chambres d'hôtes Chez Caroline provides a buffet breakfast and free WiFi. There is a private entrance at the bed and breakfast for the convenience of those who stay. Private parking can be arranged at an extra charge.

The units in the bed and breakfast are fitted with a flat-screen TV with satellite channels. All units are fitted with a coffee machine and a private bathroom with a shower and a hair dryer, while selected rooms include a fully equipped kitchen equipped with a microwave. At the bed and breakfast, all units have bed linen and towels.

A bicycle rental service is available at the bed and breakfast.

Popular points of interest near Chambres d'hôtes Chez Caroline include House of the Heads, Saint-Martin Collegiate Church and Colmar Train Station. EuroAirport Mulhouse Airport is 56 km away."
19,Gites Du Ladhof,https://www.booking.com/hotel/fr/gites-du-ladhof.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,8.9,48.0859708749974,7.36728065174998,"Gites Du Ladhof has garden views, free WiFi and free private parking, situated in Colmar, 1.5 km from House of the Heads. There is a private entrance at the apartment for the convenience of those who stay. The apartment features family rooms.

All units include a seating area, a flat-screen TV with satellite channels, a fully equipped kitchen, a dining area, and a private bathroom fiitted with a hair dryer, while some units feature a terrace or a balcony. An oven, a microwave and toaster are also offered, as well as a coffee machine and a kettle. At the apartment complex, units have bed linen and towels.

Skiing, snorkelling and walking tours are possible within the area, and the apartment offers ski storage space.

Saint-Martin Collegiate Church is 1.3 km from Gites Du Ladhof, while Colmar Expo is 2.5 km away. EuroAirport Mulhouse Airport is 56 km from the property, and the property offers a paid airport shuttle service."
20,Campanile Colmar - Parc des Expositions,https://www.booking.com/hotel/fr/campanile-colmar-aeroport.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqmFkL0GwAIB0gIkZmFmMzlmOGItMzlhOS00ODNmLTliYjAtMjIxNzQzMWYzYmY32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=54b4039416f6008e&srepoch=1738801835&from=searchresults,Colmar,7.3,48.1096519898662,7.364552021026611,"Located in front of the airport, this Campanile Colmar offers rooms with free WiFi and a restaurant. Colmar city centre is 4 km away.

With a garden view, each room at Campanile Colmar has a private bathroom with hairdryer, tea and coffee making facilities and an LCD TV. Guests can enjoy Canal+ and beIN SPORTS channels, both in the room and in the hotel lounge.

A buffet breakfast is served every morning and can also be taken on the hotel's terrace. A regional cuisine is proposed at the restaurant, which also features children's menus; breakfast price for children from 5 years old to 12 years is EUR 5.95 and Children from 13 years old to 17 years old is EUR 10.90.

With a 24-hour reception, Campanile Colmar also offers an equipped meeting room. For your convenience, free private parking is available on site."
