hotel_name,hotel_url,search_city,rating,latitude,longitude,description
La Légende des 2 Pierres,https://www.booking.com/hotel/fr/la-legende-des-2-pierres.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,8.8,48.04299853012026,7.304489390213007,"La Légende des 2 Pierres features mountain views, free WiFi and free private parking, located in Eguisheim, 5.8 km from Colmar Train Station. The property has city and quiet street views, and is 6.6 km from House of the Heads. This 3-star apartment offers private entrance.

At the apartment complex, all units have air conditioning, a seating area, a flat-screen TV with satellite channels, a kitchen, a dining area and a private bathroom with a hair dryer, a shower and free toiletries. An oven, a microwave and toaster are also featured, as well as a coffee machine and a kettle. At the apartment complex, units are fitted with bed linen and towels.

Skiing, cycling and hiking are possible within the area, and the apartment offers ski storage space.

Saint-Martin Collegiate Church is 7 km from La Légende des 2 Pierres, while Colmar Expo is 10 km away. EuroAirport Mulhouse Airport is 54 km from the property."
La Lavandière,https://www.booking.com/hotel/fr/la-lavandiere-bormes-les-mimosas.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtDHib0GwAIB0gIkM2QyNjk1NzAtYjkxZS00Y2NlLThhMTAtNmEwZTEzNjUwN2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8f4d85a84adb033e&srepoch=1738695634&from=searchresults,Bormes les Mimosas,8.9,43.14385490000001,6.3518156,"Set in Bormes-les-Mimosas, 2.8 km from Pointe de Gouron Beach and 2.9 km from Grande Plage, La Lavandière offers an infinity pool and air conditioning. Offering free private parking, the 2-star apartment is 2.8 km from Plage de l'Anglade. The property is non-smoking and is located 31 km from Chateau de Grimaud.

The apartment with a terrace and sea views has 1 bedroom, a living room, a TV, an equipped kitchen with a dishwasher and an oven, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment.

Le Pont des Fées is 31 km from the apartment, while Toulon Train Station is 39 km from the property. Toulon - Hyeres Airport is 21 km away."
HONORÊ - SUITE ARBRE SEC,https://www.booking.com/hotel/fr/honore-suite-arbre-sec.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALQx4m9BsACAdICJDRiN2EyOTljLWM4YTMtNGQzMy04YThiLWY1YWM0NzI2ODc0YdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=2b2285a8480f020a&srepoch=1738695633&from=searchresults,Lyon,8.7,45.7664094,4.8349548,"Offering inner courtyard views, HONORÊ - SUITE ARBRE SEC is an accommodation located in Lyon, 1.1 km from Musée Miniature et Cinéma and 2.4 km from Part-Dieu Train Station. Among the facilities at this property are a lift and luggage storage space, along with free WiFi throughout the property. The property is 200 metres from the Museum of Fine Arts of Lyon, and within 2.1 km of the city centre.

The apartment features 1 bedroom, a flat-screen TV, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

There is a coffee shop on-site.

Guests at the apartment will be able to enjoy activities in and around Lyon, like walking tours.

Fourviere Roman Theatre is 1.6 km from HONORÊ - SUITE ARBRE SEC, while Basilica of Notre-Dame de Fourviere is 1.6 km from the property. Lyon - Saint Exupery Airport is 30 km away, and the property offers a paid airport shuttle service."
"Magnifique Appartement à Cassis,Parking,2 pas du Port",https://www.booking.com/hotel/fr/magnifique-appartement-cassis-pres-du-port.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtHHib0GwAIB0gIkMGY3ZDY5OGUtYTY0NS00ZTk4LTk1NmUtM2JjNDcxYzg0MjVj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=f8b085a8e65c003d&srepoch=1738695634&from=searchresults,Cassis,9.3,43.216323,5.536496,"Situated in Cassis, 500 metres from Grande Mer and 700 metres from Bestouan, Magnifique Appartement à Cassis, Parking,2 pas du Port offers air conditioning. This beachfront property offers access to a balcony, free private parking and free WiFi. The property is non-smoking and is set 1.1 km from Anse de Corton Beach.

The apartment features 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with streaming services, a dining area, a fully equipped kitchen, and a terrace with mountain views. Guests can enjoy a meal on an outdoor dining area while overlooking the city views.

A minimarket is available at the apartment.

Guests at the apartment will be able to enjoy activities in and around Cassis, like cycling, hiking and walking tours.

Orange Velodrome Stadium is 19 km from Magnifique Appartement à Cassis, Parking,2 pas du Port, while Rond-Point du Prado Metro Station is 20 km from the property. Marseille Provence Airport is 45 km away."
Domaine le Commandaire,https://www.booking.com/hotel/fr/domaine-le-commandaire-roumoules.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALQx4m9BsACAdICJDJhYTMxYzU1LWIzZWUtNGNlMS1iMmVmLTkyZjI0NzlmZTNhY9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=7c9c85a81f7c0092&srepoch=1738695634&from=searchresults,Gorges du Verdon,8.8,43.83913079211108,6.1366916995792735,"Featuring river views, Domaine le Commandaire provides accommodation with a garden, around 47 km from Golf du Luberon. This property offers access to a balcony and free private parking. The property is non-smoking and is located 32 km from Digne Golf Course.

The spacious apartment with a terrace and mountain views features 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with an oven and a microwave, and 1 bathroom with a bath. Towels and bed linen are provided in the apartment. The property has an outdoor dining area.

Guests at the apartment will be able to enjoy activities in and around Roumoules, like hiking. Domaine le Commandaire has a picnic area and a barbecue.

Marseille Provence Airport is 114 km away."
ibis Dijon Gare,https://www.booking.com/hotel/fr/ibis-dijon-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCz8eJvQbAAgHSAiQ1N2U3OGQyZS1lM2VjLTQxMmEtOGNlNS04M2Y0ZDQ1ZjI2ODbYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=4deb85a79ae20570&srepoch=1738695632&from_sustainable_property_sr=1&from=searchresults,Dijon,7.9,47.322231489453145,5.023886114358902,"Located opposite Dijon Train Station, the ibis Dijon Gare Hotel is just a 10-minute walk from the historic city centre. It offers air-conditioned rooms equipped with a radio and free WiFi.

The ibis Dijon Gare's restaurant, Le Klub, serves regional cuisine and a large wine selection. During the summer, guests can enjoy their meal on the floral terrace.

A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00."
Le Galet de Cassis by K6&you,https://www.booking.com/hotel/fr/studio-arene-by-k6-you.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtHHib0GwAIB0gIkMGY3ZDY5OGUtYTY0NS00ZTk4LTk1NmUtM2JjNDcxYzg0MjVj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=f8b085a8e65c003d&srepoch=1738695634&from=searchresults,Cassis,8.7,43.213413785907,5.540488854523,"Located in Cassis, 200 metres from Grande Mer and 600 metres from Anse de Corton Beach, Le Galet de Cassis by K6&you offers a casino and air conditioning. This property offers access to a balcony, free private parking and free WiFi. The accommodation features a minimarket and bicycle parking for guests.

The apartment is equipped with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a terrace with garden views. Guests can take in the ambience of the surroundings from an outdoor dining area. This apartment is non-smoking and soundproof.

For guests with children, the apartment provides a children's playground. If you would like to discover the area, hiking is possible in the surroundings.

Bestouan is less than 1 km from Le Galet de Cassis by K6&you, while Orange Velodrome Stadium is 20 km away. Marseille Provence Airport is 46 km from the property."
LE CLOS DES ARÔMES,https://www.booking.com/hotel/fr/le-clos-des-aromes-cassis.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtHHib0GwAIB0gIkMGY3ZDY5OGUtYTY0NS00ZTk4LTk1NmUtM2JjNDcxYzg0MjVj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=f8b085a8e65c003d&srepoch=1738695634&from=searchresults,Cassis,8.7,43.216217352829,5.53802689265,"Located in Cassis, 500 metres from Grande Mer, LE CLOS DES ARÔMES provides accommodation with a garden, private parking, a terrace and a restaurant. Featuring a bar, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The property is non-smoking and is situated 800 metres from Bestouan.

At the hotel, all rooms include a desk. Every room is fitted with a flat-screen TV, and certain units at LE CLOS DES ARÔMES have a city view.

Guests at the accommodation can enjoy an à la carte breakfast.

Anse de Corton Beach is less than 1 km from LE CLOS DES ARÔMES, while Orange Velodrome Stadium is 20 km away. Marseille Provence Airport is 45 km from the property."
"Cassis Calanques, 2 pièces grande terrasse vue mer",https://www.booking.com/hotel/fr/cassis-calanques-2-pieces-grande-terrasse-vue-mer.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtHHib0GwAIB0gIkMGY3ZDY5OGUtYTY0NS00ZTk4LTk1NmUtM2JjNDcxYzg0MjVj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=f8b085a8e65c003d&srepoch=1738695634&from=searchresults,Cassis,9.5,43.212880706992,5.52753012718,"Set in Cassis and only 400 metres from Bestouan, Cassis Calanques, 2 pièces grande terrasse vue mer offers accommodation with sea views, free WiFi and free private parking. This apartment provides air-conditioned accommodation with a terrace. The property is non-smoking and is located 1.6 km from Grande Mer.

This apartment is fitted with 1 bedroom, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 1 bathroom equipped with a walk-in shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Anse de Corton Beach is 2.1 km from the apartment, while Orange Velodrome Stadium is 21 km away. Marseille Provence Airport is 47 km from the property."
Brises Marines par Dodo-à-Cassis,https://www.booking.com/hotel/fr/brises-marines-par-dodo-a-cassis.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtHHib0GwAIB0gIkMGY3ZDY5OGUtYTY0NS00ZTk4LTk1NmUtM2JjNDcxYzg0MjVj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=f8b085a8e65c003d&srepoch=1738695634&from=searchresults,Cassis,9.6,43.218371525762684,5.530769654769894,"Featuring air-conditioned accommodation with a private pool, garden view and a patio, Brises Marines par Dodo-à-Cassis is located in Cassis. This property offers access to a balcony, tennis at the tennis court, free private parking and free WiFi. The property is non-smoking and is set 1.5 km from Bestouan.

The apartment with a terrace and sea views features 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with an oven and a microwave, and 1 bathroom with a shower.

Guests can relax in the garden at the property.

Grande Mer is 2.2 km from the apartment, while Anse de Corton Beach is 2.7 km away. Marseille Provence Airport is 46 km from the property."
